kepoi_name,status
K02500.01,FALSE_POSITIVE
K02502.01,FALSE_POSITIVE
K02515.01,FALSE_POSITIVE
K02568.01,FALSE_POSITIVE
K02570.01,FALSE_POSITIVE
K02575.01,FALSE_POSITIVE
K02584.01,FALSE_POSITIVE
K03978.01,FALSE_POSITIVE
K02162.02,CONFIRMED
K03979.01,FALSE_POSITIVE
K03980.01,FALSE_POSITIVE
K03981.01,FALSE_POSITIVE
K01695.01,CONFIRMED
K01696.01,FALSE_POSITIVE
K07839.01,FALSE_POSITIVE
K01697.01,FALSE_POSITIVE
K01698.01,FALSE_POSITIVE
K01699.01,FALSE_POSITIVE
K01981.01,CONFIRMED
K01926.01,FALSE_POSITIVE
K01896.01,FALSE_POSITIVE
K07852.01,FALSE_POSITIVE
K01763.01,FALSE_POSITIVE
K01807.01,FALSE_POSITIVE
K01999.01,FALSE_POSITIVE
K02653.01,FALSE_POSITIVE
K02661.01,FALSE_POSITIVE
K07817.01,FALSE_POSITIVE
K02663.01,CONFIRMED
K02728.01,CONFIRMED
K02742.01,CONFIRMED
K03982.01,FALSE_POSITIVE
K03983.01,FALSE_POSITIVE
K07829.01,FALSE_POSITIVE
K03984.01,CONFIRMED
K03985.01,FALSE_POSITIVE
K03986.01,FALSE_POSITIVE
K03987.01,FALSE_POSITIVE
K01703.01,FALSE_POSITIVE
K07840.01,FALSE_POSITIVE
K01709.01,FALSE_POSITIVE
K01712.01,FALSE_POSITIVE
K01714.01,FALSE_POSITIVE
K01719.01,FALSE_POSITIVE
K01963.01,CANDIDATE
K07853.01,FALSE_POSITIVE
K01887.01,FALSE_POSITIVE
K01804.01,CONFIRMED
K01774.01,FALSE_POSITIVE
K02015.01,FALSE_POSITIVE
K01771.01,FALSE_POSITIVE
K07818.01,CANDIDATE
K02793.01,CONFIRMED
K02796.01,CANDIDATE
K02806.01,CONFIRMED
K02814.01,FALSE_POSITIVE
K02818.01,FALSE_POSITIVE
K02843.01,FALSE_POSITIVE
K03988.01,FALSE_POSITIVE
K02163.02,CONFIRMED
K03989.01,FALSE_POSITIVE
K03990.01,FALSE_POSITIVE
K03991.01,CANDIDATE
K07841.01,FALSE_POSITIVE
K01635.01,FALSE_POSITIVE
K01636.01,FALSE_POSITIVE
K01638.01,FALSE_POSITIVE
K01639.01,FALSE_POSITIVE
K01640.01,FALSE_POSITIVE
K01642.01,FALSE_POSITIVE
K01947.01,CANDIDATE
K01983.01,FALSE_POSITIVE
K02041.01,FALSE_POSITIVE
K02139.01,FALSE_POSITIVE
K02141.01,CANDIDATE
K07819.01,FALSE_POSITIVE
K02591.01,FALSE_POSITIVE
K02599.01,FALSE_POSITIVE
K02612.01,CONFIRMED
K02614.01,CONFIRMED
K02630.01,FALSE_POSITIVE
K07830.01,FALSE_POSITIVE
K03992.01,FALSE_POSITIVE
K03993.01,FALSE_POSITIVE
K03994.01,FALSE_POSITIVE
K03995.01,FALSE_POSITIVE
K03996.01,FALSE_POSITIVE
K01645.01,FALSE_POSITIVE
K01652.01,FALSE_POSITIVE
K01653.01,FALSE_POSITIVE
K01735.01,FALSE_POSITIVE
K01729.01,FALSE_POSITIVE
K01730.01,FALSE_POSITIVE
K02142.01,FALSE_POSITIVE
K02157.01,FALSE_POSITIVE
K02161.01,FALSE_POSITIVE
K02165.01,FALSE_POSITIVE
K02170.01,FALSE_POSITIVE
K02176.01,FALSE_POSITIVE
K07821.01,FALSE_POSITIVE
K02772.01,FALSE_POSITIVE
K02782.01,FALSE_POSITIVE
K02783.01,FALSE_POSITIVE
K02784.01,FALSE_POSITIVE
K02788.01,FALSE_POSITIVE
K03997.01,FALSE_POSITIVE
K03998.01,FALSE_POSITIVE
K02167.03,CONFIRMED
K03999.01,FALSE_POSITIVE
K04000.01,FALSE_POSITIVE
K07842.01,CANDIDATE
K01734.01,FALSE_POSITIVE
K01987.01,FALSE_POSITIVE
K01949.01,FALSE_POSITIVE
K01759.01,FALSE_POSITIVE
K01994.01,FALSE_POSITIVE
K07812.01,FALSE_POSITIVE
K02178.01,FALSE_POSITIVE
K02184.01,FALSE_POSITIVE
K02187.01,FALSE_POSITIVE
K02188.01,FALSE_POSITIVE
K02190.01,FALSE_POSITIVE
K07822.01,FALSE_POSITIVE
K02847.01,FALSE_POSITIVE
K02858.01,FALSE_POSITIVE
K02860.01,CONFIRMED
K02874.01,CANDIDATE
K02875.01,FALSE_POSITIVE
K02879.01,CANDIDATE
K07831.01,FALSE_POSITIVE
K04001.01,FALSE_POSITIVE
K04002.01,CONFIRMED
K04003.01,FALSE_POSITIVE
K04004.01,CONFIRMED
K04005.01,CONFIRMED
K07843.01,CANDIDATE
K01772.01,CANDIDATE
K01766.01,FALSE_POSITIVE
K01903.01,FALSE_POSITIVE
K01912.01,FALSE_POSITIVE
K01811.01,FALSE_POSITIVE
K01791.01,FALSE_POSITIVE
K02192.01,FALSE_POSITIVE
K02196.01,FALSE_POSITIVE
K02197.01,FALSE_POSITIVE
K02198.01,CONFIRMED
K02199.01,CONFIRMED
K03932.01,FALSE_POSITIVE
K03933.01,CONFIRMED
K03934.01,FALSE_POSITIVE
K03935.01,CONFIRMED
K03936.01,CANDIDATE
K07832.01,CANDIDATE
K04006.01,FALSE_POSITIVE
K04007.01,CANDIDATE
K04008.01,FALSE_POSITIVE
K02172.02,CONFIRMED
K04009.01,CONFIRMED
K07844.01,FALSE_POSITIVE
K01768.01,FALSE_POSITIVE
K01757.01,FALSE_POSITIVE
K01775.01,FALSE_POSITIVE
K01936.01,FALSE_POSITIVE
K01777.01,FALSE_POSITIVE
K02203.01,FALSE_POSITIVE
K02207.01,FALSE_POSITIVE
K02211.01,FALSE_POSITIVE
K02050.01,FALSE_POSITIVE
K02231.01,FALSE_POSITIVE
K07823.01,FALSE_POSITIVE
K03936.02,CONFIRMED
K03937.01,FALSE_POSITIVE
K03938.01,FALSE_POSITIVE
K03939.01,FALSE_POSITIVE
K03940.01,FALSE_POSITIVE
K07833.01,CANDIDATE
K04010.01,FALSE_POSITIVE
K04011.01,FALSE_POSITIVE
K04012.01,FALSE_POSITIVE
K04013.01,FALSE_POSITIVE
K04014.01,CONFIRMED
K07845.01,FALSE_POSITIVE
K01755.01,FALSE_POSITIVE
K01991.01,FALSE_POSITIVE
K01836.01,FALSE_POSITIVE
K01778.01,FALSE_POSITIVE
K01780.01,FALSE_POSITIVE
K07813.01,FALSE_POSITIVE
K02234.01,FALSE_POSITIVE
K02235.01,FALSE_POSITIVE
K02239.01,FALSE_POSITIVE
K02240.01,FALSE_POSITIVE
K02244.01,FALSE_POSITIVE
K07824.01,FALSE_POSITIVE
K02135.02,CANDIDATE
K03941.01,FALSE_POSITIVE
K03942.01,FALSE_POSITIVE
K03943.01,CONFIRMED
K03944.01,FALSE_POSITIVE
K07834.01,CANDIDATE
K04015.01,CONFIRMED
K04016.01,CONFIRMED
K04017.01,FALSE_POSITIVE
K04018.01,FALSE_POSITIVE
K00266.01,CONFIRMED
K00065.01,FALSE_POSITIVE
K00383.01,FALSE_POSITIVE
K00860.01,FALSE_POSITIVE
K01789.01,FALSE_POSITIVE
K01956.01,FALSE_POSITIVE
K01834.01,FALSE_POSITIVE
K01995.01,FALSE_POSITIVE
K01855.01,FALSE_POSITIVE
K07814.01,FALSE_POSITIVE
K02249.01,FALSE_POSITIVE
K02251.01,FALSE_POSITIVE
K02254.01,FALSE_POSITIVE
K02258.01,FALSE_POSITIVE
K02054.01,FALSE_POSITIVE
K03945.01,FALSE_POSITIVE
K03946.01,CONFIRMED
K03947.01,FALSE_POSITIVE
K03947.02,FALSE_POSITIVE
K03948.01,FALSE_POSITIVE
K03949.01,FALSE_POSITIVE
K00562.01,FALSE_POSITIVE
K00364.01,CANDIDATE
K00879.01,FALSE_POSITIVE
K00885.01,FALSE_POSITIVE
K00589.01,FALSE_POSITIVE
K00594.01,FALSE_POSITIVE
K00962.01,FALSE_POSITIVE
K00973.01,FALSE_POSITIVE
K01026.01,FALSE_POSITIVE
K01027.01,FALSE_POSITIVE
K01131.01,FALSE_POSITIVE
K01137.01,FALSE_POSITIVE
K01411.01,CANDIDATE
K01744.01,FALSE_POSITIVE
K01740.01,FALSE_POSITIVE
K01918.01,FALSE_POSITIVE
K01748.01,FALSE_POSITIVE
K01943.01,CONFIRMED
K07815.01,FALSE_POSITIVE
K02262.01,FALSE_POSITIVE
K02267.01,FALSE_POSITIVE
K02268.01,FALSE_POSITIVE
K02270.01,FALSE_POSITIVE
K02275.01,FALSE_POSITIVE
K07825.01,FALSE_POSITIVE
K02135.03,CONFIRMED
K03950.01,FALSE_POSITIVE
K03951.01,FALSE_POSITIVE
K03952.01,FALSE_POSITIVE
K03953.01,FALSE_POSITIVE
K07835.01,CANDIDATE
K01351.01,FALSE_POSITIVE
K01195.01,FALSE_POSITIVE
K01483.01,FALSE_POSITIVE
K00111.04,FALSE_POSITIVE
K01611.01,FALSE_POSITIVE
K01624.01,FALSE_POSITIVE
K07846.01,CANDIDATE
K01817.01,FALSE_POSITIVE
K01869.01,FALSE_POSITIVE
K01951.01,CONFIRMED
K02030.01,FALSE_POSITIVE
K01752.01,FALSE_POSITIVE
K07816.01,FALSE_POSITIVE
K02277.01,FALSE_POSITIVE
K02284.01,FALSE_POSITIVE
K02292.01,FALSE_POSITIVE
K02301.01,FALSE_POSITIVE
K02061.01,CONFIRMED
K07826.01,FALSE_POSITIVE
K03954.01,FALSE_POSITIVE
K03955.01,FALSE_POSITIVE
K03956.01,FALSE_POSITIVE
K03957.01,FALSE_POSITIVE
K03958.01,FALSE_POSITIVE
K07836.01,FALSE_POSITIVE
K01625.01,FALSE_POSITIVE
K01617.01,FALSE_POSITIVE
K01620.01,FALSE_POSITIVE
K01631.01,CANDIDATE
K01634.01,FALSE_POSITIVE
K01614.01,FALSE_POSITIVE
K07847.01,CANDIDATE
K01919.01,FALSE_POSITIVE
K01743.01,FALSE_POSITIVE
K01741.01,FALSE_POSITIVE
K01767.01,FALSE_POSITIVE
K01769.01,FALSE_POSITIVE
K02065.01,CONFIRMED
K02068.01,CANDIDATE
K02070.01,FALSE_POSITIVE
K02077.01,FALSE_POSITIVE
